,support,itemsets
42989,0.05,"frozenset({75, 61, 62})"
42990,0.06,"frozenset({77, 61, 62})"
42991,0.06,"frozenset({61, 62, 79})"
42992,0.07,"frozenset({80, 61, 62})"
42993,0.07,"frozenset({81, 61, 62})"
42994,0.06,"frozenset({83, 61, 62})"
42995,0.07,"frozenset({85, 61, 62})"
42996,0.05,"frozenset({62, 61, 86})"
42997,0.06,"frozenset({88, 61, 62})"
42998,0.07,"frozenset({89, 61, 62})"
42999,0.07,"frozenset({90, 61, 62})"
43000,0.05,"frozenset({93, 61, 62})"
43001,0.07,"frozenset({62, 61, 94})"
43002,0.05,"frozenset({61, 62, 95})"
43003,0.05,"frozenset({96, 61, 62})"
43004,0.07,"frozenset({97, 61, 62})"
43005,0.1,"frozenset({98, 61, 62})"
43006,0.06,"frozenset({99, 61, 62})"
43007,0.07,"frozenset({100, 61, 62})"
43008,0.05,"frozenset({67, 61, 63})"
43009,0.05,"frozenset({68, 61, 63})"
43010,0.05,"frozenset({73, 61, 63})"
43011,0.06,"frozenset({77, 61, 63})"
43012,0.07,"frozenset({61, 78, 63})"
43013,0.07,"frozenset({63, 61, 79})"
43014,0.07,"frozenset({81, 61, 63})"
43015,0.05,"frozenset({85, 61, 63})"
43016,0.05,"frozenset({88, 61, 63})"
43017,0.06,"frozenset({89, 61, 63})"
43018,0.05,"frozenset({91, 61, 63})"
43019,0.06,"frozenset({93, 61, 63})"
43020,0.08,"frozenset({97, 61, 63})"
43021,0.06,"frozenset({98, 61, 63})"
43022,0.06,"frozenset({99, 61, 63})"
43023,0.07,"frozenset({100, 61, 63})"
43024,0.05,"frozenset({64, 67, 61})"
43025,0.07,"frozenset({64, 69, 61})"
43026,0.07,"frozenset({64, 61, 70})"
43027,0.05,"frozenset({64, 61, 71})"
43028,0.05,"frozenset({72, 64, 61})"
43029,0.07,"frozenset({64, 76, 61})"
43030,0.1,"frozenset({64, 77, 61})"
43031,0.05,"frozenset({64, 61, 78})"
43032,0.05,"frozenset({80, 64, 61})"
43033,0.05,"frozenset({64, 81, 61})"
43034,0.08,"frozenset({64, 83, 61})"
43035,0.06,"frozenset({64, 89, 61})"
43036,0.05,"frozenset({64, 90, 61})"
43037,0.06,"frozenset({64, 93, 61})"
43038,0.05,"frozenset({64, 61, 94})"
43039,0.06,"frozenset({96, 64, 61})"
43040,0.06,"frozenset({64, 97, 61})"
43041,0.05,"frozenset({64, 100, 61})"
43042,0.05,"frozenset({65, 69, 61})"
43043,0.05,"frozenset({72, 65, 61})"
43044,0.05,"frozenset({65, 61, 97})"
43045,0.05,"frozenset({81, 66, 61})"
43046,0.07,"frozenset({97, 66, 61})"
43047,0.06,"frozenset({67, 69, 61})"
43048,0.05,"frozenset({73, 67, 61})"
43049,0.06,"frozenset({67, 77, 61})"
43050,0.05,"frozenset({88, 67, 61})"
43051,0.05,"frozenset({89, 67, 61})"
43052,0.05,"frozenset({91, 67, 61})"
43053,0.05,"frozenset({97, 67, 61})"
43054,0.06,"frozenset({98, 67, 61})"
43055,0.05,"frozenset({67, 100, 61})"
43056,0.06,"frozenset({68, 61, 70})"
43057,0.05,"frozenset({68, 61, 71})"
43058,0.05,"frozenset({68, 61, 78})"
43059,0.05,"frozenset({80, 68, 61})"
43060,0.05,"frozenset({81, 68, 61})"
43061,0.06,"frozenset({85, 68, 61})"
43062,0.05,"frozenset({88, 68, 61})"
43063,0.05,"frozenset({68, 61, 94})"
43064,0.05,"frozenset({96, 68, 61})"
43065,0.07,"frozenset({97, 68, 61})"
43066,0.05,"frozenset({98, 68, 61})"
43067,0.07,"frozenset({69, 61, 70})"
43068,0.06,"frozenset({69, 61, 71})"
43069,0.07,"frozenset({72, 69, 61})"
43070,0.09,"frozenset({69, 77, 61})"
43071,0.07,"frozenset({69, 61, 78})"
43072,0.06,"frozenset({69, 61, 79})"
43073,0.06,"frozenset({80, 69, 61})"
43074,0.05,"frozenset({81, 69, 61})"
43075,0.06,"frozenset({83, 69, 61})"
43076,0.05,"frozenset({69, 84, 61})"
43077,0.07,"frozenset({69, 85, 61})"
43078,0.06,"frozenset({69, 61, 86})"
43079,0.08,"frozenset({88, 69, 61})"
43080,0.06,"frozenset({90, 69, 61})"
43081,0.06,"frozenset({69, 61, 94})"
43082,0.08,"frozenset({69, 61, 95})"
43083,0.05,"frozenset({96, 69, 61})"
43084,0.1,"frozenset({97, 69, 61})"
43085,0.06,"frozenset({98, 69, 61})"
43086,0.05,"frozenset({99, 69, 61})"
43087,0.07,"frozenset({69, 100, 61})"
43088,0.06,"frozenset({61, 70, 71})"
43089,0.06,"frozenset({72, 61, 70})"
43090,0.07,"frozenset({74, 61, 70})"
43091,0.05,"frozenset({76, 61, 70})"
43092,0.05,"frozenset({77, 61, 70})"
43093,0.05,"frozenset({61, 70, 79})"
43094,0.05,"frozenset({80, 61, 70})"
43095,0.07,"frozenset({81, 61, 70})"
43096,0.07,"frozenset({85, 61, 70})"
43097,0.05,"frozenset({70, 61, 86})"
43098,0.06,"frozenset({88, 61, 70})"
43099,0.05,"frozenset({89, 61, 70})"
43100,0.05,"frozenset({90, 61, 70})"
43101,0.05,"frozenset({92, 61, 70})"
43102,0.05,"frozenset({93, 61, 70})"
43103,0.05,"frozenset({70, 61, 94})"
43104,0.06,"frozenset({96, 61, 70})"
43105,0.07,"frozenset({97, 61, 70})"
43106,0.08,"frozenset({98, 61, 70})"
43107,0.05,"frozenset({99, 61, 70})"
43108,0.05,"frozenset({100, 61, 70})"
43109,0.06,"frozenset({72, 61, 71})"
43110,0.08,"frozenset({76, 61, 71})"
43111,0.05,"frozenset({77, 61, 71})"
43112,0.06,"frozenset({61, 78, 71})"
43113,0.05,"frozenset({81, 61, 71})"
43114,0.05,"frozenset({83, 61, 71})"
43115,0.05,"frozenset({89, 61, 71})"
43116,0.05,"frozenset({90, 61, 71})"
43117,0.05,"frozenset({93, 61, 71})"
43118,0.07,"frozenset({97, 61, 71})"
43119,0.05,"frozenset({98, 61, 71})"
43120,0.05,"frozenset({72, 74, 61})"
43121,0.07,"frozenset({72, 76, 61})"
43122,0.06,"frozenset({72, 77, 61})"
43123,0.05,"frozenset({80, 72, 61})"
43124,0.05,"frozenset({72, 82, 61})"
43125,0.06,"frozenset({72, 83, 61})"
43126,0.07,"frozenset({72, 85, 61})"
43127,0.06,"frozenset({72, 61, 95})"
43128,0.06,"frozenset({96, 72, 61})"
43129,0.08,"frozenset({72, 97, 61})"
43130,0.05,"frozenset({72, 100, 61})"
43131,0.07,"frozenset({73, 74, 61})"
43132,0.05,"frozenset({73, 76, 61})"
43133,0.05,"frozenset({73, 77, 61})"
43134,0.05,"frozenset({88, 73, 61})"
43135,0.05,"frozenset({73, 91, 61})"
43136,0.05,"frozenset({73, 61, 97})"
43137,0.05,"frozenset({73, 98, 61})"
43138,0.06,"frozenset({73, 99, 61})"
43139,0.05,"frozenset({74, 75, 61})"
43140,0.07,"frozenset({74, 76, 61})"
43141,0.06,"frozenset({74, 61, 79})"
43142,0.05,"frozenset({74, 85, 61})"
43143,0.05,"frozenset({88, 74, 61})"
43144,0.05,"frozenset({89, 74, 61})"
43145,0.06,"frozenset({74, 91, 61})"
43146,0.05,"frozenset({74, 93, 61})"
43147,0.05,"frozenset({74, 61, 94})"
43148,0.06,"frozenset({74, 61, 95})"
43149,0.05,"frozenset({97, 74, 61})"
43150,0.08,"frozenset({74, 61, 98})"
43151,0.06,"frozenset({74, 100, 61})"
43152,0.06,"frozenset({75, 61, 79})"
43153,0.05,"frozenset({81, 75, 61})"
43154,0.05,"frozenset({75, 61, 94})"
43155,0.05,"frozenset({75, 61, 95})"
43156,0.07,"frozenset({77, 76, 61})"
43157,0.05,"frozenset({76, 61, 78})"
43158,0.05,"frozenset({81, 76, 61})"
43159,0.06,"frozenset({82, 76, 61})"
43160,0.08,"frozenset({83, 76, 61})"
43161,0.05,"frozenset({76, 61, 87})"
43162,0.06,"frozenset({89, 76, 61})"
43163,0.05,"frozenset({90, 76, 61})"
43164,0.06,"frozenset({91, 76, 61})"
43165,0.09,"frozenset({93, 76, 61})"
43166,0.06,"frozenset({76, 61, 95})"
43167,0.07,"frozenset({97, 76, 61})"
43168,0.05,"frozenset({98, 76, 61})"
43169,0.05,"frozenset({99, 76, 61})"
43170,0.05,"frozenset({100, 61, 76})"
43171,0.06,"frozenset({77, 61, 78})"
43172,0.06,"frozenset({80, 77, 61})"
43173,0.05,"frozenset({81, 77, 61})"
43174,0.06,"frozenset({82, 77, 61})"
43175,0.09,"frozenset({83, 77, 61})"
43176,0.06,"frozenset({89, 77, 61})"
43177,0.05,"frozenset({90, 77, 61})"
43178,0.05,"frozenset({77, 92, 61})"
43179,0.07,"frozenset({77, 93, 61})"
43180,0.05,"frozenset({77, 61, 94})"
43181,0.05,"frozenset({96, 77, 61})"
43182,0.08,"frozenset({97, 77, 61})"
43183,0.05,"frozenset({98, 77, 61})"
43184,0.07,"frozenset({99, 77, 61})"
43185,0.07,"frozenset({77, 100, 61})"
43186,0.05,"frozenset({61, 78, 79})"
43187,0.06,"frozenset({88, 61, 78})"
43188,0.05,"frozenset({91, 61, 78})"
43189,0.09,"frozenset({97, 61, 78})"
43190,0.06,"frozenset({98, 61, 78})"
43191,0.05,"frozenset({100, 61, 78})"
43192,0.06,"frozenset({81, 61, 79})"
43193,0.05,"frozenset({84, 61, 79})"
43194,0.05,"frozenset({85, 61, 79})"
43195,0.05,"frozenset({88, 61, 79})"
43196,0.05,"frozenset({61, 94, 79})"
43197,0.05,"frozenset({61, 79, 95})"
43198,0.06,"frozenset({97, 61, 79})"
43199,0.06,"frozenset({98, 61, 79})"
43200,0.06,"frozenset({100, 61, 79})"
43201,0.05,"frozenset({80, 81, 61})"
43202,0.06,"frozenset({80, 83, 61})"
43203,0.07,"frozenset({80, 85, 61})"
43204,0.06,"frozenset({88, 80, 61})"
43205,0.06,"frozenset({80, 90, 61})"
43206,0.05,"frozenset({80, 93, 61})"
43207,0.07,"frozenset({80, 61, 94})"
43208,0.05,"frozenset({80, 61, 95})"
43209,0.05,"frozenset({80, 97, 61})"
43210,0.05,"frozenset({80, 99, 61})"
43211,0.06,"frozenset({80, 100, 61})"
43212,0.05,"frozenset({81, 83, 61})"
43213,0.05,"frozenset({81, 85, 61})"
43214,0.05,"frozenset({88, 81, 61})"
43215,0.05,"frozenset({89, 81, 61})"
43216,0.05,"frozenset({81, 90, 61})"
43217,0.07,"frozenset({81, 93, 61})"
43218,0.07,"frozenset({81, 61, 94})"
43219,0.06,"frozenset({81, 61, 95})"
43220,0.07,"frozenset({81, 61, 97})"
43221,0.05,"frozenset({81, 98, 61})"
43222,0.05,"frozenset({82, 83, 61})"
43223,0.05,"frozenset({89, 82, 61})"
43224,0.05,"frozenset({90, 61, 82})"
43225,0.06,"frozenset({82, 93, 61})"
43226,0.05,"frozenset({97, 82, 61})"
43227,0.05,"frozenset({82, 99, 61})"
43228,0.05,"frozenset({82, 100, 61})"
43229,0.05,"frozenset({83, 85, 61})"
43230,0.08,"frozenset({89, 83, 61})"
43231,0.06,"frozenset({90, 83, 61})"
43232,0.05,"frozenset({83, 93, 61})"
43233,0.07,"frozenset({83, 61, 94})"
43234,0.07,"frozenset({96, 83, 61})"
43235,0.07,"frozenset({97, 83, 61})"
43236,0.06,"frozenset({99, 83, 61})"
43237,0.06,"frozenset({84, 61, 95})"
43238,0.05,"frozenset({85, 61, 86})"
43239,0.05,"frozenset({88, 85, 61})"
43240,0.07,"frozenset({85, 61, 94})"
43241,0.05,"frozenset({96, 85, 61})"
43242,0.08,"frozenset({97, 85, 61})"
43243,0.06,"frozenset({85, 100, 61})"
43244,0.05,"frozenset({97, 61, 87})"
43245,0.05,"frozenset({88, 91, 61})"
43246,0.06,"frozenset({88, 61, 95})"
43247,0.05,"frozenset({88, 97, 61})"
43248,0.06,"frozenset({88, 98, 61})"
43249,0.05,"frozenset({89, 90, 61})"
43250,0.05,"frozenset({89, 93, 61})"
43251,0.05,"frozenset({96, 89, 61})"
43252,0.05,"frozenset({89, 61, 97})"
43253,0.05,"frozenset({89, 98, 61})"
43254,0.05,"frozenset({89, 99, 61})"
43255,0.07,"frozenset({90, 91, 61})"
43256,0.06,"frozenset({90, 93, 61})"
43257,0.1,"frozenset({97, 90, 61})"
43258,0.05,"frozenset({90, 61, 98})"
43259,0.08,"frozenset({90, 99, 61})"
43260,0.08,"frozenset({90, 100, 61})"
43261,0.05,"frozenset({91, 93, 61})"
43262,0.05,"frozenset({97, 91, 61})"
43263,0.05,"frozenset({98, 91, 61})"
43264,0.05,"frozenset({97, 93, 61})"
43265,0.05,"frozenset({93, 100, 61})"
43266,0.06,"frozenset({61, 94, 95})"
43267,0.05,"frozenset({97, 61, 94})"
43268,0.05,"frozenset({98, 61, 94})"
43269,0.05,"frozenset({99, 61, 94})"
43270,0.06,"frozenset({100, 61, 94})"
43271,0.07,"frozenset({97, 61, 95})"
43272,0.05,"frozenset({98, 61, 95})"
43273,0.05,"frozenset({96, 98, 61})"
43274,0.06,"frozenset({97, 98, 61})"
43275,0.08,"frozenset({97, 99, 61})"
43276,0.11,"frozenset({97, 100, 61})"
43277,0.05,"frozenset({98, 99, 61})"
43278,0.06,"frozenset({98, 100, 61})"
43279,0.07,"frozenset({99, 100, 61})"
43280,0.07,"frozenset({64, 62, 63})"
43281,0.09,"frozenset({65, 62, 63})"
43282,0.06,"frozenset({67, 62, 63})"
43283,0.06,"frozenset({68, 62, 63})"
43284,0.05,"frozenset({69, 62, 63})"
43285,0.07,"frozenset({62, 70, 63})"
43286,0.05,"frozenset({63, 62, 79})"
43287,0.06,"frozenset({81, 62, 63})"
43288,0.05,"frozenset({85, 62, 63})"
43289,0.05,"frozenset({62, 86, 63})"
43290,0.06,"frozenset({88, 62, 63})"
43291,0.08,"frozenset({89, 62, 63})"
43292,0.06,"frozenset({93, 62, 63})"
43293,0.05,"frozenset({62, 94, 63})"
43294,0.05,"frozenset({99, 62, 63})"
43295,0.06,"frozenset({100, 62, 63})"
43296,0.07,"frozenset({64, 65, 62})"
43297,0.07,"frozenset({64, 67, 62})"
43298,0.05,"frozenset({64, 68, 62})"
43299,0.08,"frozenset({62, 64, 70})"
43300,0.05,"frozenset({64, 62, 71})"
43301,0.05,"frozenset({64, 62, 79})"
43302,0.05,"frozenset({64, 81, 62})"
43303,0.05,"frozenset({64, 83, 62})"
43304,0.07,"frozenset({64, 89, 62})"
43305,0.05,"frozenset({64, 91, 62})"
43306,0.06,"frozenset({96, 64, 62})"
43307,0.05,"frozenset({64, 98, 62})"
43308,0.05,"frozenset({65, 67, 62})"
43309,0.08,"frozenset({65, 68, 62})"
43310,0.07,"frozenset({65, 69, 62})"
43311,0.08,"frozenset({62, 65, 70})"
43312,0.07,"frozenset({72, 65, 62})"
43313,0.05,"frozenset({65, 75, 62})"
43314,0.05,"frozenset({65, 77, 62})"
43315,0.05,"frozenset({65, 62, 79})"
43316,0.05,"frozenset({65, 82, 62})"
43317,0.06,"frozenset({65, 85, 62})"
43318,0.06,"frozenset({62, 65, 86})"
43319,0.05,"frozenset({65, 62, 87})"
43320,0.08,"frozenset({88, 65, 62})"
43321,0.05,"frozenset({89, 65, 62})"
43322,0.05,"frozenset({65, 92, 62})"
43323,0.06,"frozenset({65, 93, 62})"
43324,0.07,"frozenset({62, 65, 94})"
43325,0.05,"frozenset({65, 62, 95})"
43326,0.07,"frozenset({96, 65, 62})"
43327,0.05,"frozenset({62, 65, 97})"
43328,0.05,"frozenset({65, 99, 62})"
43329,0.05,"frozenset({65, 100, 62})"
43330,0.05,"frozenset({88, 66, 62})"
43331,0.07,"frozenset({97, 66, 62})"
43332,0.05,"frozenset({66, 100, 62})"
43333,0.05,"frozenset({67, 69, 62})"
43334,0.05,"frozenset({62, 67, 70})"
43335,0.05,"frozenset({72, 67, 62})"
43336,0.05,"frozenset({73, 67, 62})"
43337,0.05,"frozenset({67, 76, 62})"
43338,0.05,"frozenset({67, 77, 62})"
43339,0.05,"frozenset({81, 67, 62})"
43340,0.05,"frozenset({88, 67, 62})"
43341,0.06,"frozenset({89, 67, 62})"
43342,0.06,"frozenset({97, 67, 62})"
43343,0.05,"frozenset({98, 67, 62})"
43344,0.05,"frozenset({99, 67, 62})"
43345,0.06,"frozenset({67, 100, 62})"
43346,0.07,"frozenset({62, 68, 70})"
43347,0.05,"frozenset({68, 62, 71})"
43348,0.05,"frozenset({80, 68, 62})"
43349,0.05,"frozenset({81, 68, 62})"
43350,0.05,"frozenset({68, 85, 62})"
43351,0.07,"frozenset({88, 68, 62})"
43352,0.06,"frozenset({68, 93, 62})"
43353,0.05,"frozenset({62, 68, 94})"
43354,0.06,"frozenset({98, 68, 62})"
43355,0.07,"frozenset({62, 69, 70})"
43356,0.05,"frozenset({75, 69, 62})"
43357,0.05,"frozenset({69, 62, 79})"
43358,0.05,"frozenset({81, 69, 62})"
43359,0.05,"frozenset({85, 69, 62})"
43360,0.05,"frozenset({62, 69, 86})"
43361,0.06,"frozenset({88, 69, 62})"
43362,0.05,"frozenset({62, 69, 94})"
43363,0.06,"frozenset({69, 62, 95})"
43364,0.05,"frozenset({97, 69, 62})"
43365,0.05,"frozenset({98, 69, 62})"
43366,0.05,"frozenset({62, 70, 71})"
43367,0.06,"frozenset({62, 74, 70})"
43368,0.06,"frozenset({62, 75, 70})"
43369,0.06,"frozenset({62, 76, 70})"
43370,0.05,"frozenset({62, 77, 70})"
43371,0.06,"frozenset({62, 70, 78})"
43372,0.07,"frozenset({62, 70, 79})"
43373,0.07,"frozenset({62, 81, 70})"
43374,0.05,"frozenset({62, 82, 70})"
43375,0.06,"frozenset({62, 85, 70})"
43376,0.07,"frozenset({62, 70, 86})"
43377,0.08,"frozenset({62, 88, 70})"
43378,0.09,"frozenset({62, 89, 70})"
43379,0.05,"frozenset({62, 90, 70})"
43380,0.05,"frozenset({62, 92, 70})"
43381,0.08,"frozenset({62, 93, 70})"
43382,0.05,"frozenset({62, 70, 94})"
43383,0.06,"frozenset({62, 70, 95})"
43384,0.06,"frozenset({62, 96, 70})"
43385,0.05,"frozenset({62, 97, 70})"
43386,0.08,"frozenset({62, 98, 70})"
43387,0.05,"frozenset({62, 99, 70})"
43388,0.05,"frozenset({62, 100, 70})"
43389,0.05,"frozenset({76, 62, 71})"
43390,0.05,"frozenset({89, 62, 71})"
43391,0.05,"frozenset({72, 85, 62})"
43392,0.05,"frozenset({62, 72, 86})"
43393,0.05,"frozenset({72, 97, 62})"
43394,0.05,"frozenset({88, 73, 62})"
43395,0.06,"frozenset({62, 73, 94})"
43396,0.05,"frozenset({73, 99, 62})"
43397,0.06,"frozenset({73, 100, 62})"
43398,0.06,"frozenset({74, 75, 62})"
43399,0.05,"frozenset({74, 62, 79})"
43400,0.06,"frozenset({81, 74, 62})"
43401,0.05,"frozenset({74, 85, 62})"
43402,0.05,"frozenset({88, 74, 62})"
43403,0.05,"frozenset({89, 74, 62})"
43404,0.07,"frozenset({62, 74, 94})"
43405,0.06,"frozenset({74, 62, 98})"
43406,0.06,"frozenset({75, 62, 79})"
43407,0.05,"frozenset({81, 75, 62})"
43408,0.06,"frozenset({88, 75, 62})"
43409,0.05,"frozenset({62, 75, 94})"
43410,0.05,"frozenset({62, 76, 78})"
43411,0.05,"frozenset({76, 85, 62})"
43412,0.07,"frozenset({89, 76, 62})"
43413,0.05,"frozenset({62, 76, 94})"
43414,0.05,"frozenset({97, 76, 62})"
43415,0.05,"frozenset({81, 77, 62})"
43416,0.05,"frozenset({77, 62, 87})"
43417,0.05,"frozenset({88, 77, 62})"
43418,0.06,"frozenset({62, 77, 94})"
43419,0.08,"frozenset({97, 77, 62})"
43420,0.06,"frozenset({100, 77, 62})"
43421,0.06,"frozenset({89, 62, 79})"
43422,0.05,"frozenset({98, 62, 79})"
43423,0.05,"frozenset({80, 85, 62})"
43424,0.05,"frozenset({88, 80, 62})"
43425,0.05,"frozenset({80, 90, 62})"
43426,0.05,"frozenset({80, 98, 62})"
43427,0.05,"frozenset({88, 81, 62})"
43428,0.06,"frozenset({89, 81, 62})"
43429,0.05,"frozenset({81, 93, 62})"
43430,0.06,"frozenset({62, 81, 94})"
43431,0.06,"frozenset({62, 81, 97})"
43432,0.05,"frozenset({82, 85, 62})"
43433,0.06,"frozenset({89, 82, 62})"
43434,0.06,"frozenset({82, 93, 62})"
43435,0.05,"frozenset({89, 83, 62})"
43436,0.05,"frozenset({62, 85, 86})"
43437,0.07,"frozenset({88, 85, 62})"
43438,0.06,"frozenset({89, 85, 62})"
43439,0.06,"frozenset({62, 85, 94})"
43440,0.06,"frozenset({97, 85, 62})"
43441,0.05,"frozenset({98, 85, 62})"
43442,0.05,"frozenset({100, 85, 62})"
43443,0.05,"frozenset({62, 97, 86})"
43444,0.05,"frozenset({62, 94, 87})"
43445,0.05,"frozenset({97, 62, 87})"
43446,0.05,"frozenset({88, 90, 62})"
43447,0.05,"frozenset({88, 93, 62})"
43448,0.05,"frozenset({88, 98, 62})"
43449,0.05,"frozenset({88, 100, 62})"
43450,0.05,"frozenset({89, 90, 62})"
43451,0.07,"frozenset({89, 93, 62})"
43452,0.05,"frozenset({62, 89, 94})"
43453,0.05,"frozenset({62, 89, 97})"
43454,0.05,"frozenset({89, 98, 62})"
43455,0.05,"frozenset({89, 99, 62})"
43456,0.05,"frozenset({89, 100, 62})"
43457,0.05,"frozenset({90, 93, 62})"
43458,0.05,"frozenset({90, 99, 62})"
43459,0.06,"frozenset({62, 94, 95})"
43460,0.06,"frozenset({62, 97, 94})"
43461,0.05,"frozenset({62, 98, 94})"
43462,0.06,"frozenset({62, 100, 94})"
43463,0.06,"frozenset({96, 98, 62})"
43464,0.06,"frozenset({97, 100, 62})"
43465,0.05,"frozenset({99, 100, 62})"
43466,0.06,"frozenset({64, 65, 63})"
43467,0.07,"frozenset({64, 67, 63})"
43468,0.05,"frozenset({64, 68, 63})"
43469,0.05,"frozenset({64, 70, 63})"
43470,0.06,"frozenset({64, 63, 71})"
43471,0.05,"frozenset({64, 73, 63})"
43472,0.05,"frozenset({64, 76, 63})"
43473,0.06,"frozenset({64, 77, 63})"
43474,0.05,"frozenset({64, 78, 63})"
43475,0.05,"frozenset({64, 83, 63})"
43476,0.06,"frozenset({64, 63, 87})"
43477,0.06,"frozenset({64, 89, 63})"
43478,0.06,"frozenset({64, 91, 63})"
43479,0.05,"frozenset({64, 100, 63})"
43480,0.05,"frozenset({65, 67, 63})"
43481,0.07,"frozenset({65, 68, 63})"
43482,0.06,"frozenset({65, 69, 63})"
43483,0.05,"frozenset({65, 76, 63})"
43484,0.06,"frozenset({65, 63, 79})"
43485,0.05,"frozenset({65, 83, 63})"
43486,0.05,"frozenset({88, 65, 63})"
43487,0.05,"frozenset({89, 65, 63})"
43488,0.06,"frozenset({65, 90, 63})"
43489,0.06,"frozenset({65, 93, 63})"
43490,0.05,"frozenset({65, 94, 63})"
43491,0.05,"frozenset({65, 99, 63})"
43492,0.05,"frozenset({65, 100, 63})"
43493,0.05,"frozenset({66, 70, 63})"
43494,0.08,"frozenset({81, 66, 63})"
43495,0.05,"frozenset({66, 84, 63})"
43496,0.05,"frozenset({66, 86, 63})"
43497,0.05,"frozenset({88, 66, 63})"
43498,0.05,"frozenset({90, 66, 63})"
43499,0.05,"frozenset({66, 99, 63})"
43500,0.05,"frozenset({66, 100, 63})"
43501,0.07,"frozenset({67, 69, 63})"
43502,0.05,"frozenset({67, 70, 63})"
43503,0.05,"frozenset({67, 63, 71})"
43504,0.05,"frozenset({73, 67, 63})"
43505,0.05,"frozenset({67, 78, 63})"
43506,0.06,"frozenset({67, 63, 79})"
43507,0.06,"frozenset({81, 67, 63})"
43508,0.05,"frozenset({67, 84, 63})"
43509,0.05,"frozenset({88, 67, 63})"
43510,0.06,"frozenset({89, 67, 63})"
43511,0.05,"frozenset({90, 67, 63})"
43512,0.05,"frozenset({96, 67, 63})"
43513,0.06,"frozenset({99, 67, 63})"
43514,0.07,"frozenset({67, 100, 63})"
43515,0.05,"frozenset({68, 63, 71})"
43516,0.06,"frozenset({68, 93, 63})"
43517,0.05,"frozenset({97, 68, 63})"
43518,0.07,"frozenset({69, 70, 63})"
43519,0.07,"frozenset({69, 78, 63})"
43520,0.07,"frozenset({63, 69, 79})"
43521,0.05,"frozenset({81, 69, 63})"
43522,0.06,"frozenset({84, 69, 63})"
43523,0.07,"frozenset({88, 69, 63})"
43524,0.07,"frozenset({100, 69, 63})"
43525,0.05,"frozenset({63, 70, 71})"
43526,0.06,"frozenset({74, 70, 63})"
43527,0.08,"frozenset({75, 70, 63})"
43528,0.05,"frozenset({76, 70, 63})"
43529,0.07,"frozenset({70, 78, 63})"
43530,0.06,"frozenset({63, 70, 79})"
43531,0.09,"frozenset({81, 70, 63})"
43532,0.07,"frozenset({84, 70, 63})"
43533,0.06,"frozenset({85, 70, 63})"
43534,0.08,"frozenset({88, 70, 63})"
43535,0.09,"frozenset({89, 70, 63})"
43536,0.05,"frozenset({92, 70, 63})"
43537,0.09,"frozenset({93, 70, 63})"
43538,0.06,"frozenset({63, 70, 95})"
43539,0.05,"frozenset({99, 70, 63})"
43540,0.06,"frozenset({100, 70, 63})"
43541,0.06,"frozenset({76, 63, 71})"
43542,0.06,"frozenset({63, 79, 71})"
43543,0.08,"frozenset({81, 63, 71})"
43544,0.05,"frozenset({84, 63, 71})"
43545,0.06,"frozenset({63, 86, 71})"
43546,0.06,"frozenset({63, 87, 71})"
43547,0.05,"frozenset({89, 63, 71})"
43548,0.05,"frozenset({91, 63, 71})"
43549,0.06,"frozenset({63, 93, 71})"
43550,0.05,"frozenset({63, 95, 71})"
43551,0.06,"frozenset({97, 63, 71})"
43552,0.06,"frozenset({98, 63, 71})"
43553,0.05,"frozenset({73, 76, 63})"
43554,0.05,"frozenset({89, 73, 63})"
43555,0.05,"frozenset({73, 93, 63})"
43556,0.06,"frozenset({73, 99, 63})"
43557,0.07,"frozenset({74, 93, 63})"
43558,0.05,"frozenset({74, 98, 63})"
43559,0.06,"frozenset({81, 75, 63})"
43560,0.05,"frozenset({75, 84, 63})"
43561,0.06,"frozenset({75, 92, 63})"
43562,0.06,"frozenset({75, 93, 63})"
43563,0.05,"frozenset({81, 76, 63})"
43564,0.07,"frozenset({76, 86, 63})"
43565,0.05,"frozenset({89, 76, 63})"
43566,0.05,"frozenset({91, 76, 63})"
43567,0.06,"frozenset({76, 93, 63})"
43568,0.05,"frozenset({76, 94, 63})"
43569,0.06,"frozenset({99, 76, 63})"
43570,0.05,"frozenset({100, 63, 76})"
43571,0.06,"frozenset({77, 78, 63})"
43572,0.05,"frozenset({63, 77, 87})"
43573,0.05,"frozenset({97, 77, 63})"
43574,0.08,"frozenset({63, 78, 79})"
43575,0.05,"frozenset({81, 78, 63})"
43576,0.07,"frozenset({88, 78, 63})"
43577,0.05,"frozenset({89, 78, 63})"
43578,0.07,"frozenset({97, 78, 63})"
43579,0.05,"frozenset({98, 78, 63})"
43580,0.06,"frozenset({100, 78, 63})"
43581,0.06,"frozenset({81, 63, 79})"
43582,0.05,"frozenset({63, 85, 79})"
43583,0.06,"frozenset({88, 63, 79})"
43584,0.07,"frozenset({89, 63, 79})"
43585,0.05,"frozenset({63, 93, 79})"
43586,0.05,"frozenset({96, 63, 79})"
43587,0.05,"frozenset({97, 63, 79})"
43588,0.05,"frozenset({100, 63, 79})"
43589,0.09,"frozenset({81, 84, 63})"
43590,0.07,"frozenset({81, 86, 63})"
43591,0.05,"frozenset({81, 63, 87})"
43592,0.09,"frozenset({88, 81, 63})"
43593,0.08,"frozenset({89, 81, 63})"
43594,0.05,"frozenset({81, 90, 63})"
43595,0.09,"frozenset({81, 93, 63})"
